ID,prediction
f1e26319b_1_ivh,0
f1e26319b_1_sah,0
f1e26319b_1_sdh,0
f1e26319b_1_edh,0
f1e26319b_2_ich,0
f1e26319b_2_ivh,0
f1e26319b_2_sah,0
f1e26319b_2_sdh,0
f1e26319b_2_edh,0
f1e26319b_3_ich,1
f1e26319b_3_ivh,0
f1e26319b_3_sah,0
f1e26319b_3_sdh,0
f1e26319b_3_edh,0
f1e26319b_4_ich,1
f1e26319b_4_ivh,0
f1e26319b_4_sah,0
f1e26319b_4_sdh,0
f1e26319b_4_edh,0
f1e26319b_5_ich,1
f1e26319b_5_ivh,0
f1e26319b_5_sah,0
f1e26319b_5_sdh,0
f1e26319b_5_edh,0
f1e26319b_6_ich,1
f1e26319b_6_ivh,0
f1e26319b_6_sah,0
f1e26319b_6_sdh,0
f1e26319b_6_edh,0
f1e26319b_7_ich,1
f1e26319b_7_ivh,0
f1e26319b_7_sah,0
f1e26319b_7_sdh,0
f1e26319b_7_edh,0
f1e26319b_8_ich,1
f1e26319b_8_ivh,0
f1e26319b_8_sah,0
f1e26319b_8_sdh,0
f1e26319b_8_edh,0
f1e26319b_9_ich,1
f1e26319b_9_ivh,1
f1e26319b_9_sah,0
f1e26319b_9_sdh,0
f1e26319b_9_edh,0
f1e26319b_10_ich,1
f1e26319b_10_ivh,1
f1e26319b_10_sah,0
f1e26319b_10_sdh,0
f1e26319b_10_edh,0
f1e26319b_11_ich,1
f1e26319b_11_ivh,1
f1e26319b_11_sah,0
f1e26319b_11_sdh,0
f1e26319b_11_edh,0
f1e26319b_12_ich,1
f1e26319b_12_ivh,1
f1e26319b_12_sah,0
f1e26319b_12_sdh,0
f1e26319b_12_edh,0
f1e26319b_13_ich,1
f1e26319b_13_ivh,1
f1e26319b_13_sah,0
f1e26319b_13_sdh,0
f1e26319b_13_edh,0
f1e26319b_14_ich,1
f1e26319b_14_ivh,1
f1e26319b_14_sah,0
f1e26319b_14_sdh,0
f1e26319b_14_edh,0
f1e26319b_15_ich,1
f1e26319b_15_ivh,1
f1e26319b_15_sah,0
f1e26319b_15_sdh,0
f1e26319b_15_edh,0
f1e26319b_16_ich,0
f1e26319b_16_ivh,1
f1e26319b_16_sah,0
f1e26319b_16_sdh,0
f1e26319b_16_edh,0
f1e26319b_17_ich,1
f1e26319b_17_ivh,1
f1e26319b_17_sah,0
f1e26319b_17_sdh,1
f1e26319b_17_edh,0
f1e26319b_18_ich,0
f1e26319b_18_ivh,1
f1e26319b_18_sah,0
f1e26319b_18_sdh,1
f1e26319b_18_edh,0
f1e26319b_19_ich,0
f1e26319b_19_ivh,0
f1e26319b_19_sah,0
f1e26319b_19_sdh,0
f1e26319b_19_edh,0
f1e26319b_20_ich,0
f1e26319b_20_ivh,0
f1e26319b_20_sah,0
f1e26319b_20_sdh,0
f1e26319b_20_edh,0
f1e26319b_21_ich,0
f1e26319b_21_ivh,0
f1e26319b_21_sah,0
f1e26319b_21_sdh,0
f1e26319b_21_edh,0
f1e26319b_22_ich,0
f1e26319b_22_ivh,0
f1e26319b_22_sah,0
f1e26319b_22_sdh,0
f1e26319b_22_edh,0
f1e26319b_23_ich,0
f1e26319b_23_ivh,0
f1e26319b_23_sah,0
f1e26319b_23_sdh,0
f1e26319b_23_edh,0
f1e26319b_24_ich,0
f1e26319b_24_ivh,0
f1e26319b_24_sah,0
f1e26319b_24_sdh,0
f1e26319b_24_edh,0
f1e26319b_25_ich,0
f1e26319b_25_ivh,0
f1e26319b_25_sah,0
f1e26319b_25_sdh,0
f1e26319b_25_edh,0
f1e26319b_26_ich,0
f1e26319b_26_ivh,0
f1e26319b_26_sah,0
f1e26319b_26_sdh,0
f1e26319b_26_edh,0
f1e26319b_27_ich,0
f1e26319b_27_ivh,0
f1e26319b_27_sah,0
f1e26319b_27_sdh,0
f1e26319b_27_edh,0
f1e26319b_28_ich,0
f1e26319b_28_ivh,0
f1e26319b_28_sah,0
f1e26319b_28_sdh,0
f1e26319b_28_edh,0
f1e26319b_29_ich,0
f1e26319b_29_ivh,0
f1e26319b_29_sah,0
f1e26319b_29_sdh,0
f1e26319b_29_edh,0
f1e26319b_30_ich,0
f1e26319b_30_ivh,0
f1e26319b_30_sah,0
f1e26319b_30_sdh,0
f1e26319b_30_edh,0
f1e26319b_31_ich,0
f1e26319b_31_ivh,0
f1e26319b_31_sah,0
f1e26319b_31_sdh,0
f1e26319b_31_edh,0
b0d37e5bab_0_ich,0
b0d37e5bab_0_ivh,0
b0d37e5bab_0_sah,0
b0d37e5bab_0_sdh,0
b0d37e5bab_0_edh,0
b0d37e5bab_1_ich,0
b0d37e5bab_1_ivh,0
b0d37e5bab_1_sah,0
b0d37e5bab_1_sdh,0
b0d37e5bab_1_edh,0
b0d37e5bab_2_ich,0
b0d37e5bab_2_ivh,0
b0d37e5bab_2_sah,0
b0d37e5bab_2_sdh,0
b0d37e5bab_2_edh,0
b0d37e5bab_3_ich,0
b0d37e5bab_3_ivh,0
b0d37e5bab_3_sah,0
b0d37e5bab_3_sdh,0
b0d37e5bab_3_edh,0
b0d37e5bab_4_ich,0
b0d37e5bab_4_ivh,0
b0d37e5bab_4_sah,0
b0d37e5bab_4_sdh,0
b0d37e5bab_4_edh,0
b0d37e5bab_5_ich,0
b0d37e5bab_5_ivh,0
b0d37e5bab_5_sah,0
b0d37e5bab_5_sdh,0
b0d37e5bab_5_edh,0
b0d37e5bab_6_ich,0
b0d37e5bab_6_ivh,0
b0d37e5bab_6_sah,0
b0d37e5bab_6_sdh,0
b0d37e5bab_6_edh,0
b0d37e5bab_7_ich,0
b0d37e5bab_7_ivh,0
b0d37e5bab_7_sah,0
b0d37e5bab_7_sdh,0
b0d37e5bab_7_edh,0
b0d37e5bab_8_ich,1
b0d37e5bab_8_ivh,0
b0d37e5bab_8_sah,1
b0d37e5bab_8_sdh,0
b0d37e5bab_8_edh,0
b0d37e5bab_9_ich,1
b0d37e5bab_9_ivh,1
b0d37e5bab_9_sah,1
b0d37e5bab_9_sdh,0
b0d37e5bab_9_edh,0
b0d37e5bab_10_ich,1
b0d37e5bab_10_ivh,0
b0d37e5bab_10_sah,1
b0d37e5bab_10_sdh,1
b0d37e5bab_10_edh,0
b0d37e5bab_11_ich,0
b0d37e5bab_11_ivh,0
b0d37e5bab_11_sah,1
b0d37e5bab_11_sdh,1
b0d37e5bab_11_edh,0
b0d37e5bab_12_ich,0
b0d37e5bab_12_ivh,0
b0d37e5bab_12_sah,1
b0d37e5bab_12_sdh,1
b0d37e5bab_12_edh,0
b0d37e5bab_13_ich,0
b0d37e5bab_13_ivh,0
b0d37e5bab_13_sah,1
b0d37e5bab_13_sdh,1
b0d37e5bab_13_edh,0
b0d37e5bab_14_ich,0
b0d37e5bab_14_ivh,1
b0d37e5bab_14_sah,1
b0d37e5bab_14_sdh,0
b0d37e5bab_14_edh,0
b0d37e5bab_15_ich,0
b0d37e5bab_15_ivh,1
b0d37e5bab_15_sah,1
b0d37e5bab_15_sdh,0
b0d37e5bab_15_edh,0
b0d37e5bab_16_ich,0
b0d37e5bab_16_ivh,0
b0d37e5bab_16_sah,1
b0d37e5bab_16_sdh,0
b0d37e5bab_16_edh,0
b0d37e5bab_17_ich,0
b0d37e5bab_17_ivh,0
b0d37e5bab_17_sah,1
b0d37e5bab_17_sdh,0
b0d37e5bab_17_edh,0
b0d37e5bab_18_ich,0
b0d37e5bab_18_ivh,0
b0d37e5bab_18_sah,1
b0d37e5bab_18_sdh,0
b0d37e5bab_18_edh,0
b0d37e5bab_19_ich,0
b0d37e5bab_19_ivh,0
b0d37e5bab_19_sah,1
b0d37e5bab_19_sdh,0
b0d37e5bab_19_edh,0
b0d37e5bab_20_ich,0
b0d37e5bab_20_ivh,0
b0d37e5bab_20_sah,1
b0d37e5bab_20_sdh,0
b0d37e5bab_20_edh,0
b0d37e5bab_21_ich,0
b0d37e5bab_21_ivh,0
b0d37e5bab_21_sah,1
b0d37e5bab_21_sdh,0
b0d37e5bab_21_edh,0
b0d37e5bab_22_ich,0
b0d37e5bab_22_ivh,0
b0d37e5bab_22_sah,1
b0d37e5bab_22_sdh,0
b0d37e5bab_22_edh,0
b0d37e5bab_23_ich,0
b0d37e5bab_23_ivh,0
b0d37e5bab_23_sah,1
b0d37e5bab_23_sdh,1
b0d37e5bab_23_edh,0
b0d37e5bab_24_ich,0
b0d37e5bab_24_ivh,0
b0d37e5bab_24_sah,1
b0d37e5bab_24_sdh,0
b0d37e5bab_24_edh,0
b0d37e5bab_25_ich,0
b0d37e5bab_25_ivh,0
b0d37e5bab_25_sah,1
b0d37e5bab_25_sdh,0
b0d37e5bab_25_edh,0
b0d37e5bab_26_ich,0
b0d37e5bab_26_ivh,0
b0d37e5bab_26_sah,1
b0d37e5bab_26_sdh,0
b0d37e5bab_26_edh,0
b0d37e5bab_27_ich,0
b0d37e5bab_27_ivh,0
b0d37e5bab_27_sah,0
b0d37e5bab_27_sdh,0
b0d37e5bab_27_edh,0
b0d37e5bab_28_ich,0
b0d37e5bab_28_ivh,0
b0d37e5bab_28_sah,0
b0d37e5bab_28_sdh,0
b0d37e5bab_28_edh,0
b0d37e5bab_29_ich,0
b0d37e5bab_29_ivh,0
b0d37e5bab_29_sah,0
b0d37e5bab_29_sdh,0
b0d37e5bab_29_edh,0
b0d37e5bab_30_ich,0
b0d37e5bab_30_ivh,0
b0d37e5bab_30_sah,0
b0d37e5bab_30_sdh,0
b0d37e5bab_30_edh,0
b0d37e5bab_31_ich,0
b0d37e5bab_31_ivh,0
b0d37e5bab_31_sah,0
b0d37e5bab_31_sdh,0
b0d37e5bab_31_edh,0
35966cdd6c_0_ich,0
35966cdd6c_0_ivh,0
35966cdd6c_0_sah,0
35966cdd6c_0_sdh,0
35966cdd6c_0_edh,0
35966cdd6c_1_ich,0
35966cdd6c_1_ivh,0
35966cdd6c_1_sah,0
35966cdd6c_1_sdh,0
35966cdd6c_1_edh,0
35966cdd6c_2_ich,0
35966cdd6c_2_ivh,0
35966cdd6c_2_sah,0
35966cdd6c_2_sdh,0
35966cdd6c_2_edh,0
35966cdd6c_3_ich,0
35966cdd6c_3_ivh,0
35966cdd6c_3_sah,0
35966cdd6c_3_sdh,0
35966cdd6c_3_edh,0
35966cdd6c_4_ich,0
35966cdd6c_4_ivh,0
35966cdd6c_4_sah,0
35966cdd6c_4_sdh,0
35966cdd6c_4_edh,0
35966cdd6c_5_ich,0
35966cdd6c_5_ivh,0
35966cdd6c_5_sah,0
35966cdd6c_5_sdh,0
35966cdd6c_5_edh,0
35966cdd6c_6_ich,0
35966cdd6c_6_ivh,0
35966cdd6c_6_sah,0
35966cdd6c_6_sdh,0
35966cdd6c_6_edh,0
35966cdd6c_7_ich,0
35966cdd6c_7_ivh,0
35966cdd6c_7_sah,0
35966cdd6c_7_sdh,0
35966cdd6c_7_edh,0
35966cdd6c_8_ich,0
35966cdd6c_8_ivh,0
35966cdd6c_8_sah,0
35966cdd6c_8_sdh,0
35966cdd6c_8_edh,0
35966cdd6c_9_ich,0
35966cdd6c_9_ivh,0
35966cdd6c_9_sah,0
35966cdd6c_9_sdh,1
35966cdd6c_9_edh,1
35966cdd6c_10_ich,0
35966cdd6c_10_ivh,0
35966cdd6c_10_sah,0
35966cdd6c_10_sdh,1
35966cdd6c_10_edh,1
35966cdd6c_11_ich,0
35966cdd6c_11_ivh,0
35966cdd6c_11_sah,0
35966cdd6c_11_sdh,1
35966cdd6c_11_edh,1
35966cdd6c_12_ich,1
35966cdd6c_12_ivh,0
35966cdd6c_12_sah,0
35966cdd6c_12_sdh,1
35966cdd6c_12_edh,1
35966cdd6c_13_ich,1
35966cdd6c_13_ivh,0
35966cdd6c_13_sah,0
35966cdd6c_13_sdh,1
35966cdd6c_13_edh,0
35966cdd6c_14_ich,0
35966cdd6c_14_ivh,0
35966cdd6c_14_sah,0
35966cdd6c_14_sdh,1
35966cdd6c_14_edh,0
35966cdd6c_15_ich,0
35966cdd6c_15_ivh,0
35966cdd6c_15_sah,0
35966cdd6c_15_sdh,1
35966cdd6c_15_edh,0
35966cdd6c_16_ich,0
35966cdd6c_16_ivh,0
35966cdd6c_16_sah,0
35966cdd6c_16_sdh,1
35966cdd6c_16_edh,0
35966cdd6c_17_ich,0
35966cdd6c_17_ivh,0
35966cdd6c_17_sah,0
35966cdd6c_17_sdh,1
35966cdd6c_17_edh,0
35966cdd6c_18_ich,0
35966cdd6c_18_ivh,0
35966cdd6c_18_sah,0
35966cdd6c_18_sdh,1
35966cdd6c_18_edh,0
35966cdd6c_19_ich,0
35966cdd6c_19_ivh,0
35966cdd6c_19_sah,0
35966cdd6c_19_sdh,1
35966cdd6c_19_edh,0
35966cdd6c_20_ich,0
35966cdd6c_20_ivh,0
35966cdd6c_20_sah,0
35966cdd6c_20_sdh,0
35966cdd6c_20_edh,0
35966cdd6c_21_ich,0
35966cdd6c_21_ivh,0
35966cdd6c_21_sah,0
35966cdd6c_21_sdh,0
35966cdd6c_21_edh,0
35966cdd6c_22_ich,0
35966cdd6c_22_ivh,0
35966cdd6c_22_sah,0
35966cdd6c_22_sdh,0
35966cdd6c_22_edh,0
35966cdd6c_23_ich,0
35966cdd6c_23_ivh,0
35966cdd6c_23_sah,0
35966cdd6c_23_sdh,0
35966cdd6c_23_edh,0
35966cdd6c_24_ich,0
35966cdd6c_24_ivh,0
35966cdd6c_24_sah,0
35966cdd6c_24_sdh,0
35966cdd6c_24_edh,0
35966cdd6c_25_ich,0
35966cdd6c_25_ivh,0
35966cdd6c_25_sah,0
35966cdd6c_25_sdh,0
35966cdd6c_25_edh,0
35966cdd6c_26_ich,0
35966cdd6c_26_ivh,0
35966cdd6c_26_sah,0
35966cdd6c_26_sdh,0
35966cdd6c_26_edh,0
35966cdd6c_27_ich,0
35966cdd6c_27_ivh,0
35966cdd6c_27_sah,0
35966cdd6c_27_sdh,0
35966cdd6c_27_edh,0
35966cdd6c_28_ich,0
35966cdd6c_28_ivh,0
35966cdd6c_28_sah,0
35966cdd6c_28_sdh,0
35966cdd6c_28_edh,0
35966cdd6c_29_ich,0
35966cdd6c_29_ivh,0
35966cdd6c_29_sah,0
35966cdd6c_29_sdh,0
35966cdd6c_29_edh,0
35966cdd6c_30_ich,0
35966cdd6c_30_ivh,0
35966cdd6c_30_sah,0
35966cdd6c_30_sdh,0
35966cdd6c_30_edh,0
35966cdd6c_31_ich,0
35966cdd6c_31_ivh,0
35966cdd6c_31_sah,0
35966cdd6c_31_sdh,0
35966cdd6c_31_edh,0
1d27d63c9b_0_ich,0
1d27d63c9b_0_ivh,0
1d27d63c9b_0_sah,0
1d27d63c9b_0_sdh,0
1d27d63c9b_0_edh,0
1d27d63c9b_1_ich,0
1d27d63c9b_1_ivh,0
1d27d63c9b_1_sah,0
1d27d63c9b_1_sdh,0
1d27d63c9b_1_edh,0
1d27d63c9b_2_ich,0
1d27d63c9b_2_ivh,0
1d27d63c9b_2_sah,0
1d27d63c9b_2_sdh,0
1d27d63c9b_2_edh,0
1d27d63c9b_3_ich,0
1d27d63c9b_3_ivh,0
1d27d63c9b_3_sah,0
1d27d63c9b_3_sdh,0
1d27d63c9b_3_edh,0
1d27d63c9b_4_ich,0
1d27d63c9b_4_ivh,0
1d27d63c9b_4_sah,0
1d27d63c9b_4_sdh,0
1d27d63c9b_4_edh,0
1d27d63c9b_5_ich,0
1d27d63c9b_5_ivh,0
1d27d63c9b_5_sah,0
1d27d63c9b_5_sdh,0
1d27d63c9b_5_edh,0
1d27d63c9b_6_ich,0
1d27d63c9b_6_ivh,0
1d27d63c9b_6_sah,0
1d27d63c9b_6_sdh,0
1d27d63c9b_6_edh,0
1d27d63c9b_7_ich,0
1d27d63c9b_7_ivh,0
1d27d63c9b_7_sah,0
1d27d63c9b_7_sdh,0
1d27d63c9b_7_edh,0
1d27d63c9b_8_ich,0
1d27d63c9b_8_ivh,0
1d27d63c9b_8_sah,0
1d27d63c9b_8_sdh,0
1d27d63c9b_8_edh,0
1d27d63c9b_9_ich,0
1d27d63c9b_9_ivh,0
1d27d63c9b_9_sah,0
1d27d63c9b_9_sdh,0
1d27d63c9b_9_edh,0
1d27d63c9b_10_ich,0
1d27d63c9b_10_ivh,0
1d27d63c9b_10_sah,0
1d27d63c9b_10_sdh,0
1d27d63c9b_10_edh,0
1d27d63c9b_11_ich,0
1d27d63c9b_11_ivh,0
1d27d63c9b_11_sah,0
1d27d63c9b_11_sdh,0
1d27d63c9b_11_edh,0
1d27d63c9b_12_ich,0
1d27d63c9b_12_ivh,0
1d27d63c9b_12_sah,0
1d27d63c9b_12_sdh,0
1d27d63c9b_12_edh,0
1d27d63c9b_13_ich,0
1d27d63c9b_13_ivh,0
1d27d63c9b_13_sah,0
1d27d63c9b_13_sdh,0
1d27d63c9b_13_edh,0
1d27d63c9b_14_ich,0
1d27d63c9b_14_ivh,0
1d27d63c9b_14_sah,0
1d27d63c9b_14_sdh,0
1d27d63c9b_14_edh,0
1d27d63c9b_15_ich,0
1d27d63c9b_15_ivh,0
1d27d63c9b_15_sah,0
1d27d63c9b_15_sdh,0
1d27d63c9b_15_edh,0
1d27d63c9b_16_ich,0
1d27d63c9b_16_ivh,0
1d27d63c9b_16_sah,0
1d27d63c9b_16_sdh,0
1d27d63c9b_16_edh,0
1d27d63c9b_17_ich,0
1d27d63c9b_17_ivh,0
1d27d63c9b_17_sah,0
1d27d63c9b_17_sdh,0
1d27d63c9b_17_edh,0
1d27d63c9b_18_ich,0
1d27d63c9b_18_ivh,0
1d27d63c9b_18_sah,0
1d27d63c9b_18_sdh,0
1d27d63c9b_18_edh,0
1d27d63c9b_19_ich,0
1d27d63c9b_19_ivh,0
1d27d63c9b_19_sah,1
1d27d63c9b_19_sdh,0
1d27d63c9b_19_edh,0
1d27d63c9b_20_ich,0
1d27d63c9b_20_ivh,0
1d27d63c9b_20_sah,1
1d27d63c9b_20_sdh,0
1d27d63c9b_20_edh,0
1d27d63c9b_21_ich,0
1d27d63c9b_21_ivh,0
1d27d63c9b_21_sah,1
1d27d63c9b_21_sdh,0
1d27d63c9b_21_edh,0
1d27d63c9b_22_ich,1
1d27d63c9b_22_ivh,0
1d27d63c9b_22_sah,1
1d27d63c9b_22_sdh,0
1d27d63c9b_22_edh,0
1d27d63c9b_23_ich,0
1d27d63c9b_23_ivh,0
1d27d63c9b_23_sah,0
1d27d63c9b_23_sdh,0
1d27d63c9b_23_edh,0
1d27d63c9b_24_ich,0
1d27d63c9b_24_ivh,0
1d27d63c9b_24_sah,0
1d27d63c9b_24_sdh,0
1d27d63c9b_24_edh,0
1d27d63c9b_25_ich,0
1d27d63c9b_25_ivh,0
1d27d63c9b_25_sah,0
1d27d63c9b_25_sdh,0
1d27d63c9b_25_edh,0
1d27d63c9b_26_ich,0
1d27d63c9b_26_ivh,0
1d27d63c9b_26_sah,0
1d27d63c9b_26_sdh,0
1d27d63c9b_26_edh,0
1d27d63c9b_27_ich,0
1d27d63c9b_27_ivh,0
1d27d63c9b_27_sah,0
1d27d63c9b_27_sdh,0
1d27d63c9b_27_edh,0
1d27d63c9b_28_ich,0
1d27d63c9b_28_ivh,0
1d27d63c9b_28_sah,0
1d27d63c9b_28_sdh,0
1d27d63c9b_28_edh,0
1d27d63c9b_29_ich,0
1d27d63c9b_29_ivh,0
1d27d63c9b_29_sah,0
1d27d63c9b_29_sdh,0
1d27d63c9b_29_edh,0
1d27d63c9b_30_ich,0
1d27d63c9b_30_ivh,0
1d27d63c9b_30_sah,0
1d27d63c9b_30_sdh,0
1d27d63c9b_30_edh,0
1d27d63c9b_31_ich,0
1d27d63c9b_31_ivh,0
1d27d63c9b_31_sah,0
1d27d63c9b_31_sdh,0
1d27d63c9b_31_edh,0
1d27d63c9b_32_ich,0
1d27d63c9b_32_ivh,0
1d27d63c9b_32_sah,0
1d27d63c9b_32_sdh,0
1d27d63c9b_32_edh,0
1d27d63c9b_33_ich,0
1d27d63c9b_33_ivh,0
1d27d63c9b_33_sah,0
1d27d63c9b_33_sdh,0
1d27d63c9b_33_edh,0
1d27d63c9b_34_ich,0
1d27d63c9b_34_ivh,0
1d27d63c9b_34_sah,0
1d27d63c9b_34_sdh,0
1d27d63c9b_34_edh,0
1d27d63c9b_35_ich,0
1d27d63c9b_35_ivh,0
1d27d63c9b_35_sah,0
1d27d63c9b_35_sdh,0
1d27d63c9b_35_edh,0
dd4710b58f_0_ich,0
dd4710b58f_0_ivh,0
dd4710b58f_0_sah,0
dd4710b58f_0_sdh,0
dd4710b58f_0_edh,0
dd4710b58f_1_ich,0
dd4710b58f_1_ivh,0
dd4710b58f_1_sah,0
dd4710b58f_1_sdh,0
dd4710b58f_1_edh,0
dd4710b58f_2_ich,0
dd4710b58f_2_ivh,0
dd4710b58f_2_sah,0
dd4710b58f_2_sdh,0
dd4710b58f_2_edh,0
dd4710b58f_3_ich,0
dd4710b58f_3_ivh,0
dd4710b58f_3_sah,0
dd4710b58f_3_sdh,0
dd4710b58f_3_edh,0
dd4710b58f_4_ich,0
dd4710b58f_4_ivh,0
dd4710b58f_4_sah,0
dd4710b58f_4_sdh,0
dd4710b58f_4_edh,0
dd4710b58f_5_ich,0
dd4710b58f_5_ivh,0
dd4710b58f_5_sah,0
dd4710b58f_5_sdh,0
dd4710b58f_5_edh,0
dd4710b58f_6_ich,0
dd4710b58f_6_ivh,0
dd4710b58f_6_sah,0
dd4710b58f_6_sdh,0
dd4710b58f_6_edh,0
dd4710b58f_7_ich,0
dd4710b58f_7_ivh,0
dd4710b58f_7_sah,0
dd4710b58f_7_sdh,0
dd4710b58f_7_edh,0
dd4710b58f_8_ich,0
dd4710b58f_8_ivh,0
dd4710b58f_8_sah,0
dd4710b58f_8_sdh,0
dd4710b58f_8_edh,0
dd4710b58f_9_ich,0
dd4710b58f_9_ivh,0
dd4710b58f_9_sah,0
dd4710b58f_9_sdh,0
dd4710b58f_9_edh,0
dd4710b58f_10_ich,0
dd4710b58f_10_ivh,0
dd4710b58f_10_sah,0
dd4710b58f_10_sdh,0
dd4710b58f_10_edh,0
dd4710b58f_11_ich,0
dd4710b58f_11_ivh,0
dd4710b58f_11_sah,0
dd4710b58f_11_sdh,0
dd4710b58f_11_edh,0
dd4710b58f_12_ich,0
dd4710b58f_12_ivh,0
dd4710b58f_12_sah,0
dd4710b58f_12_sdh,0
dd4710b58f_12_edh,0
dd4710b58f_13_ich,0
dd4710b58f_13_ivh,0
dd4710b58f_13_sah,0
dd4710b58f_13_sdh,0
dd4710b58f_13_edh,0
dd4710b58f_14_ich,1
